inter_id,user_id,item_id,timestamp,rating,preference,emo_pre_valence,emo_pre_arousal,emo_post_valence,emo_post_arousal,duration,rec_type
277,19,916,1649814177,4,76,0.156,0.28125,0.5263157894736842,0.5263157894736842,202,MUMRc
278,9,276,1649815133,3,44,-0.21725,0.45125,0.42606516290726815,0.42606516290726815,183,MUMR
279,19,158,1649821583,4,69,0.259,-0.27575,0.4093567251461988,0.4093567251461988,290,MUMR
280,9,390,1649829115,3,35,-0.025,-0.7825,0.18379281537176273,0.18379281537176273,277,Random
281,19,759,1649838207,3,53,0.1505,-0.4345,0.3592314118629908,0.3592314118629908,228,Random
282,9,411,1649846253,5,93,-0.24225,0.65175,-0.01392369813422445,-0.01392369813422445,339,MUMR
283,19,469,1649853012,3,50,0.23675,-0.42875,0.31189083820662766,0.31189083820662766,274,MUMR
284,19,603,1649856362,4,62,0.33425,-0.16425,0.3313840155945419,0.3313840155945419,328,MUMRc
285,9,916,1649858380,5,90,-0.23125,0.674,0.45112781954887216,0.45112781954887216,532,MUMRc
286,19,283,1649861877,4,63,0.5625,0.21175,0.47619047619047616,0.47619047619047616,402,Random
287,19,822,1649865209,5,81,0.1755,-0.337,0.24227234753550542,0.24227234753550542,229,MUMR
288,19,62,1649895269,3,44,0.2535,-0.1475,0.28682818156502365,0.28682818156502365,242,Random
289,19,434,1649900333,3,50,0.2895,0.22275,0.29239766081871343,0.29239766081871343,251,MUMRc
290,9,465,1649901049,2,25,-0.245,0.3815,-0.4455583402951824,-0.4455583402951824,228,Random
291,19,697,1649903984,2,43,0.2925,0.2255,0.34530771372876634,0.34530771372876634,224,Random
292,19,619,1649911167,4,62,0.362,0.13925,0.3091060985797828,0.3091060985797828,338,MUMR
293,19,962,1649919589,4,61,0.33425,-0.18375,0.23948760790866053,0.23948760790866053,310,MUMRc
294,19,699,1649922627,2,28,0.3565,0.167,0.3313840155945419,0.3313840155945419,189,Random
295,19,70,1649925486,3,56,0.33425,0.117,0.3341687552213868,0.3341687552213868,215,MUMRc
296,19,168,1649927073,5,61,0.3035,0.1225,0.34530771372876634,0.34530771372876634,274,MUMR
297,9,440,1649933638,3,44,0.5875,-0.45675,0.0556947925368978,0.0556947925368978,514,MUMR
298,9,363,1649946866,2,21,-0.156,0.4345,-0.4901141743247006,-0.4901141743247006,301,Random
299,9,434,1649950666,3,42,0.504,-0.49,0.24227234753550542,0.24227234753550542,280,MUMRc
300,9,349,1649996684,4,71,0.504,-0.46225,0.9022556390977443,0.9022556390977443,247,Random
301,9,591,1650002471,4,70,0.0335,-0.699,0.3091060985797828,0.3091060985797828,249,MUMR
302,9,70,1650011048,4,70,-0.02225,0.20325,0.36758563074352546,0.36758563074352546,360,MUMRc
303,9,635,1650017798,4,63,0.504,-0.54025,0.5458089668615984,0.5458089668615984,145,Random
304,9,962,1650028445,4,62,0.59325,-0.493,0.5847953216374269,0.5847953216374269,232,MUMRc
305,9,600,1650038388,4,73,0.63775,0.21725,0.8298524087997772,0.8298524087997772,205,MUMR
306,13,375,1650299327,5,87,0.20875,0.13225,0.5346700083542189,0.5346700083542189,237,MUMR
307,13,835,1650302940,3,63,0.38975,0.00975,0.5235310498468393,0.5235310498468393,545,MUMRc
308,13,172,1650307426,2,18,0.34525,-0.13775,0.04177109440267335,0.04177109440267335,141,Random
309,30,375,1650327768,3,49,0.66375,0.29625,0.7592270578726947,0.7592270578726947,266,MUMR
310,18,868,1650333282,3,56,0.54575,0.27575,0.6098579782790309,0.6098579782790309,299,Random
311,15,76,1650333299,3,62,0.83025,0.282,0.9998955722639933,0.9998955722639933,200,Random
312,30,264,1650336260,4,75,0.63675,0.289,0.6710587543778012,0.6710587543778012,208,Random
313,13,43,1650336978,4,73,0.0195,0.1295,0.09189640768588136,0.09189640768588136,313,MUMR
314,18,520,1650338179,2,21,0.362,0.11425,0.21442495126705652,0.21442495126705652,711,Random
315,18,375,1650340945,3,44,0.4345,-0.19775,0.2812587023113339,0.2812587023113339,257,MUMR
316,15,375,1650341986,5,97,-0.30275,-0.2975,0.45426065162907264,0.45426065162907264,358,MUMR
317,30,43,1650346642,4,75,0.51675,-0.463,0.5657466140922338,0.5657466140922338,298,MUMR
318,13,736,1650349213,3,59,-0.10575,0.35775,0.00556947925368978,0.00556947925368978,189,Random
319,18,508,1650350330,4,67,-0.0055,0.77125,0.0556947925368978,0.0556947925368978,352,Random
320,15,835,1650351469,3,55,0.93975,0.564,0.8145363408521303,0.8145363408521303,1262,MUMRc
321,30,835,1650351795,4,70,0.63675,0.142,0.837598883201489,0.837598883201489,274,MUMRc
322,18,835,1650359603,3,56,-0.13925,-0.21175,0.278473962684489,0.278473962684489,397,MUMRc
323,18,28,1650363389,1,4,0.351,-0.2255,0.23948760790866053,0.23948760790866053,264,Random
324,30,303,1650364057,3,55,0.49725,-0.44325,0.6710587543778012,0.6710587543778012,207,Random
325,13,977,1650365832,3,40,-0.167,0.277,0.04734057365636313,0.04734057365636313,262,MUMRc
326,15,514,1650367634,3,52,1.0,0.50125,0.3681077694235589,0.3681077694235589,439,Random
327,18,397,1650369432,4,77,0.17275,0.79925,0.06126427179058758,0.06126427179058758,250,MUMR
328,15,977,1650371932,2,16,0.9555,0.45675,0.42032163742690054,0.42032163742690054,297,MUMRc
329,13,937,1650372540,4,62,-0.1365,0.30775,0.23391812865497075,0.23391812865497075,373,Random
330,30,739,1650374195,2,30,0.61975,0.49225,0.6000342876735814,0.6000342876735814,165,MUMR
331,18,977,1650375408,4,65,0.7295,0.646,0.5903648008911166,0.5903648008911166,225,MUMRc
332,13,739,1650377801,4,61,0.19775,0.43025,0.3870788081314397,0.3870788081314397,284,MUMR
333,30,22,1650380031,4,80,0.53625,0.4605,0.7935147314540423,0.7935147314540423,174,Random
334,18,897,1650380421,1,0,0.0335,-0.43175,-0.31189083820662766,-0.31189083820662766,220,Random
335,13,397,1650380699,2,32,0.01125,0.16,-0.07518796992481203,-0.07518796992481203,229,MUMRc
336,18,57,1650383926,3,40,-0.06125,-0.4595,-0.1336675020885547,-0.1336675020885547,283,MUMRc
337,15,43,1650384115,2,17,0.90325,-0.60825,0.19058061821219716,0.19058061821219716,242,MUMR
338,13,789,1650384324,3,62,0.529,-0.1435,0.45391255917571705,0.45391255917571705,245,Random
339,13,57,1650391652,3,42,0.50125,-0.188,0.2812587023113339,0.2812587023113339,202,MUMRc
340,18,43,1650413849,4,75,0.6905,0.1365,0.6794764689501531,0.6794764689501531,128,MUMR
341,30,977,1650417894,4,72,0.85975,0.1225,0.7077955475006735,0.7077955475006735,285,MUMRc
342,18,439,1650419303,4,77,0.05575,0.493,0.26176552492341965,0.26176552492341965,317,MUMRc
343,15,57,1650419531,3,37,1.0,-0.496,0.22451963241436926,0.22451963241436926,599,MUMRc
344,13,862,1650422655,3,68,-0.142,0.18525,0.09189640768588136,0.09189640768588136,172,MUMR
345,18,744,1650424712,4,69,0.039,0.167,0.04734057365636313,0.04734057365636313,234,Random
346,15,752,1650425564,2,18,0.59525,-0.188,0.4803675856307435,0.4803675856307435,198,Random
347,13,439,1650428705,3,45,-0.131,0.3495,-0.09468114731272625,-0.09468114731272625,214,MUMRc
348,18,862,1650430364,2,30,0.3315,0.04725,-0.03898635477582846,-0.03898635477582846,177,MUMR
349,15,739,1650432674,2,20,0.31325,-0.2715,0.18013784461152882,0.18013784461152882,226,MUMR
350,15,397,1650436125,4,57,-0.329,-0.15675,0.1984126984126984,0.1984126984126984,343,MUMRc
351,13,320,1650436806,2,27,-0.14475,0.02375,-0.07797270955165692,-0.07797270955165692,148,Random
352,15,862,1650440452,5,91,0.46475,-0.41,0.6239557226399332,0.6239557226399332,192,MUMR
353,30,397,1650440644,3,51,0.703,-0.2595,0.7224902647498225,0.7224902647498225,214,MUMRc
354,18,333,1650441760,5,87,-0.6015,-0.6155,-0.05012531328320802,-0.05012531328320802,299,MUMR
355,13,276,1650441789,3,52,-0.00825,0.48025,0.28961292119186854,0.28961292119186854,243,MUMR
356,15,972,1650446953,2,32,0.79875,-0.43075,0.4307644110275689,0.4307644110275689,261,Random
357,30,239,1650449251,4,72,0.17625,0.20575,0.6147290049227303,0.6147290049227303,239,Random
358,13,23,1650456783,4,68,0.5485,0.33825,0.5291005291005291,0.5291005291005291,275,MUMRc
359,30,57,1650457797,2,34,0.82525,0.235,0.7273885038328721,0.7273885038328721,177,MUMRc
360,18,739,1650458352,2,17,-0.674,-0.752,-0.34252297410192145,-0.34252297410192145,206,MUMR
361,15,680,1650460900,5,95,0.8825,0.32625,0.5430242272347535,0.5430242272347535,571,MUMR
362,18,886,1650463336,4,81,0.713,0.8745,0.5485937064884433,0.5485937064884433,256,MUMRc
363,13,996,1650466455,3,52,0.21175,0.3495,0.5736563631300473,0.5736563631300473,188,MUMR
364,18,169,1650469283,3,44,0.37325,-0.56525,0.378724589250905,0.378724589250905,243,Random
365,13,47,1650470199,2,20,0.44825,0.2215,0.1392369813422445,0.1392369813422445,122,Random
366,13,158,1650476202,4,85,-0.00825,0.305,0.33695349484823167,0.33695349484823167,199,MUMR
367,15,439,1650477267,4,74,0.8825,0.308,0.6161236424394319,0.6161236424394319,397,MUMRc
368,13,886,1650480555,4,75,0.69625,0.33,0.4984683932052353,0.4984683932052353,193,MUMRc
369,30,439,1650500430,4,71,0.29625,-0.71025,0.6245254830888296,0.6245254830888296,244,MUMRc
370,18,996,1650504485,2,23,0.0335,0.61275,0.07518796992481203,0.07518796992481203,155,MUMR
371,30,202,1650506143,3,57,0.73975,0.147,0.6000342876735814,0.6000342876735814,240,Random
372,13,659,1650508128,2,32,0.06675,0.48875,0.40100250626566414,0.40100250626566414,166,Random
373,18,273,1650509115,2,24,0.20325,-0.49575,0.21164021164021163,0.21164021164021163,252,Random
374,30,680,1650512198,5,98,0.49475,-0.36,0.729837623374397,0.729837623374397,301,MUMR
375,18,23,1650514231,4,72,0.6015,-0.142,0.4873294346978557,0.4873294346978557,281,MUMRc
376,15,912,1650518946,2,14,0.37075,-0.47525,0.1488095238095238,0.1488095238095238,213,Random
377,30,23,1650520147,4,76,0.51675,0.3405,0.6441184394210281,0.6441184394210281,274,MUMRc
378,18,58,1650520467,4,71,0.38425,-0.54025,0.50682261208577,0.50682261208577,248,Random
379,13,619,1650521827,3,59,-0.0975,0.41625,0.3091060985797828,0.3091060985797828,340,MUMR
380,30,996,1650525454,3,44,0.39675,-0.46525,0.4555362347236169,0.4555362347236169,195,MUMR
381,18,680,1650525901,5,80,0.16425,0.1865,0.4734057365636313,0.4734057365636313,221,MUMR
382,13,8,1650527098,3,42,0.4455,0.16575,0.3842940685045948,0.3842940685045948,217,Random
383,18,480,1650529117,4,71,0.674,0.56525,0.5736563631300473,0.5736563631300473,232,MUMRc
384,15,158,1650529464,2,19,0.261,0.329,0.25323725981620715,0.25323725981620715,447,MUMR
385,13,480,1650531489,4,74,0.00825,0.3245,0.6209969367864104,0.6209969367864104,209,MUMRc
386,30,795,1650534189,3,45,-0.16175,-0.68325,0.3281820185643261,0.3281820185643261,261,Random
387,18,974,1650535138,4,75,0.9135,0.195,0.8688387635756056,0.8688387635756056,128,Random
388,15,6,1650535368,2,17,-0.09925,0.838,-0.052213868003341685,-0.052213868003341685,845,Random
389,13,816,1650536082,3,60,0.621,-0.1295,0.6265664160401002,0.6265664160401002,191,Random
390,18,206,1650539672,4,60,0.635,0.25625,0.4455583402951824,0.4455583402951824,259,MUMRc
391,15,886,1650541163,4,74,0.69175,-0.34725,-0.2741228070175438,-0.2741228070175438,337,MUMRc
392,15,558,1650543790,4,75,0.24275,-0.7885,0.869360902255639,0.869360902255639,293,Random
393,15,168,1650547642,4,88,0.9685,-0.66575,0.926796157059315,0.926796157059315,265,MUMR
394,18,276,1650547873,2,31,0.5235,0.22,0.3898635477582846,0.3898635477582846,196,MUMR
395,13,680,1650547942,4,85,-0.24775,0.54175,0.1921470342522974,0.1921470342522974,209,MUMR
396,30,333,1650548721,5,100,0.22525,0.703,0.673507873919326,0.673507873919326,195,MUMR
397,13,719,1650553820,3,63,0.64325,0.07925,0.5764411027568922,0.5764411027568922,376,MUMRc
398,18,719,1650554254,1,7,0.479,0.43725,0.42884990253411304,0.42884990253411304,457,MUMRc
399,15,23,1650558096,4,75,-0.1435,0.66825,0.16186299081035924,0.16186299081035924,301,MUMRc
400,13,941,1650559711,3,59,0.32025,-0.213,0.50682261208577,0.50682261208577,165,Random
401,13,206,1650569008,3,55,0.529,-0.21575,0.48454469507101083,0.48454469507101083,240,MUMRc
402,30,81,1650586406,2,16,-0.049,-0.83525,-0.08816830349489359,-0.08816830349489359,185,Random
403,18,9,1650589895,3,55,0.156,-0.35375,0.1392369813422445,0.1392369813422445,303,Random
404,30,361,1650589899,3,59,0.47025,-0.5045,0.5143151037202126,0.5143151037202126,214,MUMR
405,15,207,1650590642,3,49,-0.1435,0.71,0.0052213868003341685,0.0052213868003341685,227,Random
406,18,411,1650592739,3,52,0.234,-0.1865,0.1949317738791423,0.1949317738791423,164,MUMR
407,30,822,1650597766,3,56,0.85475,0.115,0.6000342876735814,0.6000342876735814,248,Random
408,15,480,1650603072,3,44,-0.1045,0.7285,-0.05482456140350877,-0.05482456140350877,407,MUMRc
409,18,649,1650604641,3,59,-0.259,-0.49,-0.3842940685045948,-0.3842940685045948,294,MUMRc
410,13,333,1650605460,4,71,0.08625,0.472,0.45669729880256194,0.45669729880256194,270,MUMR
411,15,996,1650606073,1,4,-0.10175,0.765,-0.3681077694235589,-0.3681077694235589,240,MUMR
412,30,886,1650606467,3,67,0.59525,-0.343,0.6955499497930494,0.6955499497930494,166,MUMRc
413,18,440,1650609829,5,87,-0.401,0.84925,-0.06683375104427736,-0.06683375104427736,271,MUMR
414,30,428,1650612074,3,55,0.63175,0.13475,0.715142906125248,0.715142906125248,145,Random
415,18,510,1650613943,3,39,-0.025,0.8715,0.0278473962684489,0.0278473962684489,224,Random
416,15,206,1650615225,3,52,-0.04175,0.9425,0.08615288220551379,0.08615288220551379,299,MUMRc
417,30,168,1650620181,5,97,0.73725,0.27175,0.8424971222845387,0.8424971222845387,227,MUMR
418,13,649,1650621701,3,60,-0.142,0.2715,0.23670286828181564,0.23670286828181564,270,MUMRc
419,18,591,1650623650,2,25,-0.03075,0.323,-0.03620161514898357,-0.03620161514898357,156,MUMR
420,18,603,1650626395,4,68,0.1615,0.415,0.21164021164021163,0.21164021164021163,318,MUMRc
421,13,914,1650630354,4,75,0.64325,-0.27425,0.5903648008911166,0.5903648008911166,231,Random
422,18,743,1650632005,1,0,-0.33425,0.21175,-0.26176552492341965,-0.26176552492341965,209,Random
423,18,916,1650639217,5,81,0.284,0.44,0.06126427179058758,0.06126427179058758,263,MUMR
424,13,411,1650639692,3,60,0.298,-0.02375,0.3230297967140072,0.3230297967140072,229,MUMR
425,13,603,1650641923,3,55,-0.02225,0.33,0.26455026455026454,0.26455026455026454,300,MUMRc
426,15,594,1650643193,3,41,0.79875,0.564,0.8223684210526315,0.8223684210526315,600,Random
427,15,276,1650647978,2,35,0.932,0.56125,0.5978487886382623,0.5978487886382623,387,MUMR
428,13,591,1650649754,3,58,0.5485,-0.21025,0.4706209969367864,0.4706209969367864,160,MUMR
429,13,279,1650657530,4,79,0.142,-0.1155,0.6042884990253411,0.6042884990253411,271,Random
430,13,469,1650661338,3,58,0.014,-0.17675,0.17822333611807295,0.17822333611807295,171,MUMR
431,30,480,1650672696,4,86,0.289,-0.355,0.5681957336337586,0.5681957336337586,160,MUMRc
432,30,520,1650677575,4,86,0.15425,-0.649,0.6098307658396807,0.6098307658396807,292,Random
433,18,175,1650680464,3,55,0.16425,-0.35375,0.20328599275967696,0.20328599275967696,408,Random
434,30,719,1650685603,3,64,0.8695,0.5315,0.8033112096201416,0.8033112096201416,320,MUMRc
435,18,434,1650687510,3,60,0.42875,0.259,0.4344193817878028,0.4344193817878028,487,MUMRc
436,30,269,1650688250,5,91,0.73225,0.32575,0.8057603291616664,0.8057603291616664,167,MUMR
437,13,916,1650691027,4,71,-0.08625,0.3885,0.4065719855193539,0.4065719855193539,301,MUMRc
438,30,206,1650695928,3,61,0.7225,0.35275,0.7543288187896451,0.7543288187896451,219,MUMRc
439,30,409,1650698898,3,44,0.66125,-0.3575,0.6269746026303544,0.6269746026303544,195,Random
440,18,768,1650703094,3,52,0.816,0.195,0.810359231411863,0.810359231411863,336,Random
441,30,276,1650705803,4,73,0.90125,0.267,0.6882025911684749,0.6882025911684749,479,MUMR
442,18,600,1650707553,2,20,0.81325,0.142,0.7212475633528265,0.7212475633528265,365,MUMR
443,15,411,1650707690,3,50,0.0,0.0,0.8719715956558062,0.8719715956558062,415,MUMR
444,18,70,1650710409,2,35,0.6545,0.25625,0.7268170426065163,0.7268170426065163,229,MUMRc
445,13,947,1650710431,3,55,-0.21175,0.54725,-0.00278473962684489,-0.00278473962684489,378,Random
446,18,325,1650714260,2,22,0.674,0.17275,0.5151768309663046,0.5151768309663046,328,Random
447,30,649,1650714403,4,73,0.605,0.27175,0.7592270578726947,0.7592270578726947,328,MUMRc
448,15,741,1650717996,4,72,0.7545,0.37325,0.7701545530492898,0.7701545530492898,629,Random
449,18,414,1650719555,5,95,0.77975,0.28125,0.885547201336675,0.885547201336675,302,MUMRc
450,13,757,1650723704,4,81,-0.28675,0.3635,0.06683375104427736,0.06683375104427736,296,MUMR
451,15,916,1650725571,5,91,1.0,0.24275,0.775375939849624,0.775375939849624,838,MUMR
452,13,20,1650727577,2,28,-0.30075,0.6585,-0.07797270955165692,-0.07797270955165692,113,Random
453,18,822,1650727589,2,10,0.41225,0.37325,0.42884990253411304,0.42884990253411304,537,MUMRc
454,30,619,1650728486,3,44,0.59025,-0.51925,0.5241115818863119,0.5241115818863119,227,MUMR
455,13,434,1650731364,3,53,-0.234,0.4415,-0.01670843776106934,-0.01670843776106934,414,MUMRc
456,15,649,1650733605,4,70,0.8825,-0.2585,0.6605054302422723,0.6605054302422723,247,MUMRc
457,13,209,1650738280,2,25,-0.1865,-0.05425,-0.21164021164021163,-0.21164021164021163,204,Random
458,30,602,1650759158,5,95,0.47025,-0.47525,0.7200411452082977,0.7200411452082977,354,Random
459,30,411,1650764165,4,61,0.49225,-0.5095,0.6245254830888296,0.6245254830888296,166,MUMR
460,13,839,1650773985,3,63,-0.33425,0.14625,-0.07240323029796714,-0.07240323029796714,199,MUMR
461,18,429,1650776063,3,56,0.337,-0.1505,0.25898078529657476,0.25898078529657476,193,Random
462,30,603,1650777234,3,59,0.6735,0.245,0.7445323406235458,0.7445323406235458,250,MUMRc
463,18,204,1650780912,4,59,0.2785,0.2005,0.253411306042885,0.253411306042885,312,MUMR
464,13,962,1650783102,3,54,0.0055,0.33,0.04734057365636313,0.04734057365636313,368,MUMRc
465,15,839,1650784973,5,83,0.90325,-0.26625,0.684001670843776,0.684001670843776,734,MUMR
466,30,957,1650786904,3,60,0.125,0.61225,0.33063113810585093,0.33063113810585093,311,Random
467,13,954,1650788743,3,60,0.3175,0.14075,0.06683375104427736,0.06683375104427736,546,Random
468,15,90,1650789445,3,50,0.66825,-0.41,0.48297827903091056,0.48297827903091056,406,Random
469,30,916,1650791110,4,77,0.5805,-0.49225,0.6784061130023756,0.6784061130023756,159,MUMR
470,30,613,1650794762,3,43,0.42125,-0.53875,0.729837623374397,0.729837623374397,156,Random
471,18,839,1650794859,3,28,0.039,0.76025,-0.09746588693957114,-0.09746588693957114,90,MUMR
472,18,471,1650795164,3,54,0.01125,0.752,-0.03898635477582846,-0.03898635477582846,298,Random
473,13,70,1650797422,3,51,0.298,-0.01525,0.13088276246170982,0.13088276246170982,260,MUMRc
474,15,603,1650798471,3,54,-0.59775,-0.402,0.342000835421888,0.342000835421888,747,MUMRc
475,13,208,1650801256,3,46,0.2645,0.085,0.4093567251461988,0.4093567251461988,316,MUMR
476,18,757,1650804953,5,87,0.607,-0.41775,0.48454469507101083,0.48454469507101083,218,MUMR
477,13,361,1650807598,3,57,0.3285,0.29925,0.36758563074352546,0.36758563074352546,390,MUMRc
478,30,70,1650807616,4,80,0.387,-0.54125,0.6147290049227303,0.6147290049227303,238,MUMRc
479,15,712,1650809056,3,48,0.663,-0.663,0.3863826232247285,0.3863826232247285,187,Random
480,15,591,1650812429,3,48,0.27925,-0.05225,-0.16186299081035924,-0.16186299081035924,391,MUMR
481,13,550,1650813859,3,41,0.39275,-0.29375,0.328599275967697,0.328599275967697,343,Random
482,18,469,1650815159,2,36,0.05025,0.2395,0.3063213589529379,0.3063213589529379,242,MUMR
483,30,677,1650815537,3,53,0.4825,-0.42125,0.7494305797065954,0.7494305797065954,178,Random
484,15,434,1650815888,3,34,0.59775,-0.603,0.402046783625731,0.402046783625731,900,MUMRc
485,15,945,1650824712,4,71,0.28725,-0.78575,0.36027568922305764,0.36027568922305764,248,Random
486,30,158,1650846195,4,73,0.4115,-0.365,0.6367710807964537,0.6367710807964537,230,MUMR
487,18,544,1650852064,3,52,0.16975,-0.27,0.2729044834307992,0.2729044834307992,173,Random
488,30,434,1650852132,3,53,0.59025,0.3185,0.7861673728294678,0.7861673728294678,259,MUMRc
489,18,158,1650855704,4,61,0.01675,0.4345,0.0278473962684489,0.0278473962684489,315,MUMRc
490,30,109,1650858501,3,50,0.73975,0.29625,0.6514657980456026,0.6514657980456026,277,Random
491,18,108,1650858864,3,37,0.14475,-0.245,0.1615148983570036,0.1615148983570036,262,Random
492,15,70,1650861322,4,76,0.282,-0.79875,0.775375939849624,0.775375939849624,224,MUMRc
493,30,962,1650861563,3,61,0.56575,-0.42625,0.7371849819989713,0.7371849819989713,207,MUMRc
494,15,269,1650863959,3,53,0.52475,-0.54575,0.31067251461988304,0.31067251461988304,587,MUMR
495,18,361,1650864667,3,56,0.0335,0.167,0.05012531328320802,0.05012531328320802,263,MUMR
496,13,555,1650869192,3,63,0.167,-0.40525,0.5541631857421331,0.5541631857421331,306,MUMR
497,18,372,1650869986,1,0,-0.014,0.933,-0.26455026455026454,-0.26455026455026454,245,MUMRc
498,15,414,1650870564,5,83,0.54575,-0.32375,0.9320175438596491,0.9320175438596491,540,MUMRc
499,30,591,1650871565,5,96,0.51925,-0.48975,0.7469814601650706,0.7469814601650706,296,MUMR
500,13,822,1650872194,4,71,0.234,-0.2075,-0.2478418267891952,-0.2478418267891952,279,MUMRc
501,30,414,1650875670,5,93,0.5805,-0.16175,0.7053464279591487,0.7053464279591487,240,MUMRc
502,13,934,1650875883,2,28,0.5875,-0.174,0.29239766081871343,0.29239766081871343,286,MUMR
503,13,309,1650877344,2,42,-0.16975,0.49975,-0.11417432470064048,-0.11417432470064048,228,Random
504,15,965,1650877819,2,19,-0.17225,-0.3785,-0.17230576441102757,-0.17230576441102757,227,Random
505,13,975,1650880581,4,70,0.607,-0.3245,0.6544138123085491,0.6544138123085491,273,MUMR
506,13,216,1650886399,3,59,0.5125,-0.21025,0.42884990253411304,0.42884990253411304,325,MUMRc
507,13,726,1650888694,4,71,0.532,0.174,0.5402394876079086,0.5402394876079086,235,Random
508,15,469,1650896144,3,57,0.765,-0.47775,0.3654970760233918,0.3654970760233918,328,MUMR
509,15,822,1650902250,2,23,0.62925,-0.32625,0.37332915622389307,0.37332915622389307,745,MUMRc
