i_id_c,popularity,loudness,danceability,energy,key,speechiness,acousticness,instrumentalness,valence,tempo,general_genre_id,duration,F0final_sma_amean,F0final_sma_stddev,audspec_lengthL1norm_sma_stddev,pcm_RMSenergy_sma_stddev,pcm_fftMag_psySharpness_sma_amean,pcm_fftMag_psySharpness_sma_stddev,pcm_zcr_sma_amean,pcm_zcr_sma_stddev,general_genre,music,singer
83.0,56.0,-7.005,0.485,0.935,2.0,0.0696,0.0113,3.89e-05,0.68,155.61,3,321800.0,162.32217,141.82254,0.6554916000000001,0.033133574,1.128323,0.41916755,0.099900424,0.031830702,rock,Freewill,Rush
771.0,26.0,-5.857,0.669,0.92,0.0,0.0883,0.0502,0.8490000000000001,0.579,91.938,8,134360.0,69.25448,26.916023,1.0913153,0.1358375,0.6216362,0.50932515,0.06691915,0.037848804,electronic,Sexslaveship,Flying Lotus
770.0,62.0,-6.658,0.727,0.83,6.0,0.0376,0.0226,0.00356,0.899,118.002,6,240706.0,172.00578000000002,144.9685,1.1941607,0.08471537,1.1570249,0.9770688,0.10354113,0.072538726,pop,Who Do You Think You Are,Spice Girls
534.0,15.0,-8.68,0.69,0.973,11.0,0.0772,0.0172,0.7070000000000001,0.6779999999999999,130.017,8,179240.0,157.73566,153.8283,1.5224706,0.109825246,0.7361012,0.96474993,0.06708487,0.12100995,electronic,Deny Selected,Boys Noize
834.0,51.0,-6.059,0.236,0.6579999999999999,9.0,0.0349,0.628,0.00927,0.106,106.222,1,350880.0,151.93428,82.18835,1.0134218000000002,0.044518754,0.6695954000000001,0.40805635,0.0521192,0.03490767,other,The Widow,The Mars Volta
649.0,57.0,-4.165,0.439,0.8740000000000001,0.0,0.0299,0.00571,0.0,0.527,150.036,9,207240.0,133.1447,91.97001,1.8528907,0.10907355,0.5916406999999999,0.36331302,0.047766875,0.030628271,alternative,Whatever It Takes,Lifehouse
932.0,5.0,-6.341,0.481,0.967,2.0,0.0339,3.71e-05,0.787,0.451,150.086,1,462200.0,79.184425,27.67866,1.099953,0.08016921,0.7437243,0.49802494,0.069589086,0.036147006,other,Utopian Dream,Dimension 5
302.0,21.0,-7.246,0.298,0.63,9.0,0.0331,0.0689,0.0,0.357,169.498,1,252013.0,148.60218999999998,111.748764,1.1729754,0.06662876,0.7626927,0.5643657,0.07394511,0.0612477659999999,other,Me Lo Dice El Alma,Luis Fonsi
909.0,40.0,-9.837,0.315,0.5,9.0,0.0276,0.5,0.434,0.141,78.515,9,232386.0,103.31153,54.66582,0.9155147,0.063936934,0.4251782,0.54306585,0.03612039,0.07112703,alternative,A Reminder,Radiohead
706.0,4.0,-8.592,0.135,0.8190000000000001,7.0,0.0883,0.213,0.3339999999999999,0.273,179.796,3,296146.0,89.86437,35.812164,0.84702826,0.06303087,0.43637177,0.22609244,0.046830498,0.044235848,rock,Can't Keep,Pearl Jam
620.0,50.0,-4.997,0.57,0.664,7.0,0.0283,0.0328,0.0,0.214,121.316,10,265800.0,117.73451,78.82169,1.2865702,0.05989151,0.8041036,0.5782189999999999,0.07782471,0.09555916,country,Songs About Rain,Gary Allan
615.0,40.0,-7.848,0.3829999999999999,0.476,0.0,0.0273,0.687,0.19,0.0718,100.052,9,339280.0,245.6061,124.75551000000002,1.2326995,0.061004527,0.94007826,0.6034732,0.0723546,0.07106639,alternative,Stop The Dams,Gorillaz
126.0,44.0,-7.09,0.6890000000000001,0.75,7.0,0.054,0.474,2.3e-06,0.9,102.71,12,247800.0,135.22333999999998,92.40934,1.3435385,0.06658717,0.85511005,0.683405,0.07236531,0.047359567,rnb,Days Like These,The Cat Empire
795.0,43.0,-18.98,0.447,0.214,7.0,0.0427,0.929,0.735,0.141,119.063,10,372626.0,97.0976,46.500454,0.6568301,0.045224514,0.32210162,0.32102898,0.023597347,0.0410630779999999,country,Three Hours,Nick Drake
192.0,62.0,-9.289,0.78,0.5660000000000001,11.0,0.05,0.3229999999999999,0.000463,0.281,111.019,1,235600.0,126.55444,101.4866,1.0124671,0.07770473,0.48050418,0.53974366,0.043207992,0.0546239129999999,other,Boa Sorte _ Good Luck,Vanessa Da Mata
241.0,41.0,-10.452,0.7040000000000001,0.71,4.0,0.0588,0.0215,0.216,0.848,113.25,1,288080.0,145.2156,101.03415,1.1414843,0.06217476,0.9081339,0.65605545,0.08317223,0.05428114,other,Wood Beez,Scritti Politti
169.0,0.0,-7.9860000000000015,0.795,0.989,11.0,0.0461,0.000324,0.419,0.926,125.027,6,214960.0,115.10891,117.13583,1.2973573,0.1374755,0.71151406,0.68938476,0.07566368,0.11636562,pop,Human Disco Ball,Plastilina Mosh
155.0,5.0,-4.503,0.71,0.7859999999999999,10.0,0.217,0.16,0.0,0.7659999999999999,86.98100000000002,1,296320.0,176.37354,120.58809,1.3101254999999998,0.07809658,0.93246967,0.75167495,0.076995894,0.055157404,other,The Good Song,Tonéx
119.0,0.0,-6.153,0.2769999999999999,0.92,9.0,0.0496,0.0498,0.218,0.8290000000000001,182.065,3,278733.0,122.11603999999998,95.931755,1.0056627,0.0577729,0.66483414,0.3123235,0.06097648,0.071929984,rock,Stay With Me,Faces
368.0,31.0,-5.8820000000000014,0.56,0.91,11.0,0.0449,7.74e-05,0.0057799999999999,0.604,110.703,3,296533.0,95.3186,65.25917,0.9866421,0.0551082159999999,0.86990184,0.34206542,0.08271062,0.027424341,rock,Walk On Water,Aerosmith
591.0,31.0,-34.122,0.2789999999999999,0.0613,1.0,0.0497,0.278,0.779,0.1969999999999999,129.509,1,131400.0,65.47263000000001,29.813215000000003,0.09590444,0.0081700909999999,0.15649365,0.16038038,0.0115144469999999,0.01293155,other,Old Song,Max Richter
202.0,37.0,-6.386,0.532,0.527,5.0,0.0305,0.231,5.79e-05,0.272,73.125,3,302800.0,142.39345,118.492645,1.7867240000000002,0.08249088,0.5877465000000001,0.5547593000000001,0.051489815,0.067099765,rock,Crying Like A Church On Monday,New Radicals
402.0,34.0,-10.044,0.728,0.579,2.0,0.0331,0.2189999999999999,0.0,0.723,133.685,12,166200.0,144.86706999999998,108.76527,1.1522893,0.05280762,0.7164741,0.52327013,0.06474689,0.053534154,rnb,I'll Be Doggone,Marvin Gaye
372.0,51.0,-6.059,0.236,0.6579999999999999,9.0,0.0349,0.628,0.00927,0.106,106.222,3,350880.0,252.86707,151.22717,2.113007,0.10380405,1.0323497,0.6755666,0.083142005,0.064733036,rock,Frances The Mute,The Mars Volta
734.0,59.0,-9.587,0.551,0.516,10.0,0.027,0.289,0.00015,0.547,99.045,9,279813.0,111.87199,79.61153399999999,1.0522649,0.06260116,0.54446185,0.32462382,0.04776296,0.049747825,alternative,Secret Smile,Semisonic
482.0,12.0,-8.413,0.6809999999999999,0.8959999999999999,7.0,0.049,0.0535,2.58e-05,0.757,96.895,1,271306.0,141.16338000000002,132.83629,1.2642858,0.07433139,1.4162704,0.9739227,0.12895589,0.095233135,other,Ellis Island,Mau Mau
575.0,60.0,-8.459,0.913,0.481,11.0,0.0998,0.392,7.48e-05,0.878,103.62,12,184466.0,197.70331,134.56596000000002,1.712311,0.086220324,1.160602,1.233296,0.09704155,0.119168974,rnb,Groove Me,King Floyd
73.0,36.0,-7.7639999999999985,0.743,0.629,1.0,0.261,0.297,0.000182,0.615,132.036,12,253133.0,183.93349,145.76152,1.2427807,0.1165571,0.53244287,0.3794965999999999,0.04009731,0.0315399129999999,rnb,Like The Sea ,Alicia Keys
394.0,35.0,-10.931,0.61,0.4970000000000001,5.0,0.0288,0.4629999999999999,0.0124,0.6779999999999999,146.838,0,267733.0,113.28643999999998,60.19679,1.0179343,0.064209595,0.4628307,0.8778087,0.037968032,0.0901691,indie,Plasticities,Andrew Bird
159.0,77.0,-10.687,0.475,0.322,7.0,0.0283,0.3670000000000001,0.00056,0.387,93.503,3,206266.0,143.24988000000002,89.38479,0.8820162,0.03563787,0.5748813,0.78226304,0.051776323,0.10768889,rock,Dust In The Wind,Kansas
785.0,64.0,-12.852,0.3979999999999999,0.284,3.0,0.0337,0.966,8.57e-05,0.114,109.599,6,230306.0,161.72835,95.30032,0.928837,0.063716315,0.64120734,0.7454443000000001,0.0504799,0.09447443,pop,Everytime,Britney Spears
178.0,44.0,-15.657,0.636,0.126,10.0,0.0815,0.949,3.9e-05,0.386,129.285,1,204640.0,150.96819,64.820854,0.76409394,0.05786537,0.43952298,0.44859484,0.027530607,0.036296785,other,Life On Mars,Seu Jorge
630.0,30.0,-6.295,0.541,0.892,9.0,0.0281,0.00123,0.000272,0.899,140.058,3,225186.0,72.249725,15.996572,1.2395738,0.07707649,0.4881104,0.31232345,0.055056173,0.052126,rock,La Mitad Del Amor,Andres Calamaro
93.0,55.0,-6.869,0.7240000000000001,0.652,3.0,0.0247,0.46,0.0001419999999999,0.75,106.911,1,94053.0,88.25032,39.24077,1.2465754999999998,0.08200105,0.42362964,0.58317506,0.036130853,0.0613351459999999,other,No Ceiling,Eddie Vedder
143.0,38.0,-4.968,0.496,0.941,0.0,0.0575,0.000473,0.0166,0.6509999999999999,120.047,3,278853.0,127.40197,93.766716,1.343057,0.06826612,0.91916096,0.6440126,0.086165205,0.0813673,rock,Homecoming Queen,Hinder
282.0,61.0,-4.1930000000000005,0.594,0.977,10.0,0.0647,0.0597,3.49e-06,0.7929999999999999,131.98,6,200826.0,158.27219,116.95951,1.5336515,0.090936914,0.98161846,0.59336466,0.092039965,0.0522491,pop,Nobody's Perfect,Hannah Montana
822.0,60.0,-12.608,0.321,0.22,7.0,0.0352,0.828,0.00398,0.301,157.037,1,248280.0,130.75159,75.09786,0.8467404000000001,0.06403221,0.36126664,0.3855555,0.0261319,0.05378401,other,Wonderwall,Ryan Adams
911.0,55.0,-8.746,0.49,0.845,9.0,0.0344,0.00714,1.03e-05,0.655,121.575,3,247600.0,128.17615,88.909584,0.94761634,0.03739987,0.7104365,0.29546586,0.058855686,0.023748638,rock,Infected,Bad Religion
489.0,3.0,-9.124,0.799,0.721,4.0,0.0506,0.526,6.68e-06,0.921,138.006,1,235733.0,112.81461000000002,64.37028000000001,1.2164916,0.07061805,0.68360966,0.64890355,0.0617037229999999,0.058649167,other,Disritmia,Jairzinho Oliveira
831.0,47.0,-7.752999999999999,0.512,0.754,1.0,0.11,0.0523,0.0488,0.662,117.588,3,262973.0,129.03389,99.05921,1.0553663999999998,0.0511847059999999,1.1333826,0.8501153,0.12228439,0.14046822,rock,Cold Gin,Kiss
256.0,76.0,-3.525,0.713,0.6779999999999999,5.0,0.102,0.273,0.0,0.7340000000000001,138.009,12,271333.0,229.22987,155.85939,1.0072794,0.054685034,0.97896785,0.4334001,0.08435827,0.03195828,rnb,Say My Name,Destiny's Child
859.0,41.0,-11.95,0.6409999999999999,0.414,11.0,0.0432,0.362,0.833,0.2689999999999999,90.007,8,376533.0,115.08328,87.97035,0.9576212,0.06762979,0.43254617,0.39574298,0.037527926,0.07337373,electronic,Nothing Owed,Bonobo
853.0,57.0,-4.618,0.493,0.918,0.0,0.034,0.00452,0.0858,0.703,158.89700000000005,8,197053.0,115.21866599999998,86.303116,1.3264933,0.096136,0.62978315,0.7647438,0.0528923,0.06575288,electronic,Broken,Gorillaz
56.0,50.0,-12.633,0.7170000000000001,0.845,2.0,0.0341,0.134,0.000359,0.962,132.999,1,204640.0,143.81291000000002,126.47872,1.1852258,0.08697844,1.1263249,0.9675109,0.10951694,0.09783425,other,My Oh My,Aqua
75.0,30.0,-3.102,0.2239999999999999,0.97,9.0,0.0608,0.351,0.7929999999999999,0.409,97.406,2,225440.0,203.05267,73.279465,0.74351066,0.027213933,0.93060094,0.22344403,0.067637905,0.016295804,jazz,The Moan,The Black Keys
540.0,54.0,-5.436,0.6829999999999999,0.866,1.0,0.0329,0.0395,0.00161,0.542,121.996,6,219360.0,147.71541000000002,133.59712,1.5410943,0.09531818,0.8905248,0.7990391,0.088079505,0.079669975,pop,Be With You,Enrique Iglesias
24.0,38.0,-7.206,0.642,0.764,0.0,0.0456,0.0334,0.0861,0.6679999999999999,153.907,10,293093.0,121.60314,91.523,1.171978,0.06916752,0.6614326,0.4898818,0.060791325,0.061611462,country,Way Down South,Josh Turner
499.0,47.0,-6.261,0.5579999999999999,0.665,11.0,0.0387,0.0623,0.000236,0.483,144.108,12,237733.0,145.0173,91.38474,2.181716,0.12395818,0.98232865,1.0716395,0.09094227,0.09908724,rnb,Heartbeat,Scouting for Girls
947.0,43.0,-12.738,0.713,0.295,7.0,0.0311,0.6940000000000001,0.0145,0.0756,95.828,1,193200.0,116.54392,47.560997,0.7455236,0.05405631,0.3479024,0.2231927,0.0251442999999999,0.020503826,other,Friend Of A Friend,Foo Fighters
78.0,45.0,-5.745,0.599,0.61,1.0,0.0232,0.104,4.83e-05,0.359,95.979,10,239119.0,133.28691,78.1564,1.179054,0.077637464,0.5724543000000001,0.3062917999999999,0.04400931,0.024568906,country,I Wanna Make You Close Your Eyes,Dierks Bentley
833.0,9.0,-4.468,0.852,0.887,2.0,0.263,0.246,1.87e-05,0.7879999999999999,158.565,4,246920.0,119.21785,74.54602,1.1172662,0.089274995,0.9158372,1.0494567,0.07996745,0.07387546,reggae,Boombastic,Shaggy
209.0,43.0,-14.015,0.725,0.4370000000000001,11.0,0.0521,0.00561,0.396,0.621,131.88299999999998,3,264400.0,98.76358,75.058174,0.8968116,0.047639865,0.8986709999999999,1.0010164,0.0853205,0.0814559,rock,Piggy,Nine Inch Nails
522.0,39.0,-7.5539999999999985,0.47,0.5,5.0,0.0375,0.106,0.954,0.0372,122.886,8,331809.0,75.88361,49.245056,0.8098868,0.098972805,0.49369195,0.73487407,0.052781206,0.06036743,electronic,Absynthe,Paul Kalkbrenner
228.0,29.0,-10.797,0.758,0.3939999999999999,3.0,0.0492,0.305,0.00293,0.149,120.002,0,156666.0,120.790115,68.208786,1.026284,0.07135849,0.64741313,0.74763614,0.05091461,0.07723365,indie,In The Summertime,The Rural Alberta Advantage
852.0,53.0,-9.269,0.742,0.5670000000000001,7.0,0.0278,0.019,0.0059,0.359,126.786,3,223133.0,85.88991999999999,44.296032,1.0638987,0.06084639,0.41843593,0.36036956,0.03758423,0.035602503,rock,Ahead By A Century,The Tragically Hip
998.0,75.0,-10.961,0.38,0.76,9.0,0.0378,0.00298,0.0294,0.491,99.437,3,274133.0,93.34578,40.277355,1.1171103,0.05035354,0.6389659000000001,0.39018646,0.06292431,0.039867133,rock,Sweet Emotion,Aerosmith
283.0,31.0,-7.457999999999997,0.601,0.56,8.0,0.0305,0.304,1.53e-05,0.308,135.982,6,242773.0,152.58362,108.593506,1.1437207,0.0680788,0.6093616999999999,0.5712343000000001,0.04895418,0.0477122029999999,pop,Battle,Colbie Caillat
329.0,74.0,-5.766,0.462,0.836,11.0,0.0621,0.00517,0.0,0.6709999999999999,168.766,9,155973.0,101.30507,56.90753,1.2660098999999998,0.09249074,0.62273103,0.84389573,0.06310417,0.110921115,alternative,Boys Don't Cry,The Cure
552.0,41.0,-15.075,0.3329999999999999,0.626,4.0,0.0721,0.0353,0.000953,0.507,138.298,3,302160.0,197.05954,141.31188999999998,1.0005958,0.033042654,1.1115309,0.52738607,0.10665628,0.10036528,rock,Miss America,Styx
675.0,63.0,-5.5870000000000015,0.455,0.8809999999999999,11.0,0.0401,0.000566,6.06e-05,0.201,137.94899999999998,3,331200.0,87.42591,41.82969,1.5794506,0.07644442,0.6033807,0.4597812,0.05846558,0.044546206,rock,A Certain Romance,Arctic Monkeys
115.0,26.0,-10.543,0.362,0.295,7.0,0.0285,0.214,0.0,0.186,95.812,0,266266.0,130.34962,58.52685,0.84436464,0.04843477,0.44626448,0.59532374,0.0384874979999999,0.07049403,indie,November ,Azure Ray
877.0,42.0,-5.082,0.5660000000000001,0.758,2.0,0.0359,0.00116,8.53e-06,0.501,111.986,1,228506.0,103.3201,62.922794,1.3130186,0.06471447,0.7399259,0.59738445,0.072964974,0.07403565,other,Shelf,Jonas Brothers
208.0,39.0,-22.344,0.716,0.0593,9.0,0.0429,0.9,0.00364,0.2239999999999999,124.274,1,145975.0,112.95911,44.216503,0.6169338000000001,0.039224997,0.28777316,0.46106067,0.019572541,0.053131234,other,The News,Jack Johnson
977.0,56.0,-4.046,0.731,0.563,2.0,0.131,0.191,0.00042,0.452,184.009,6,240426.0,152.24284,119.695404,1.7273486,0.10892744,0.75015485,0.705462,0.06116638,0.06570196,pop,Clumsy,Fergie
168.0,74.0,-13.964,0.4029999999999999,0.422,7.0,0.0373,0.134,2.05e-05,0.3779999999999999,122.728,12,241293.0,150.13953999999998,103.99444,1.6796845,0.09931495,0.75713027,0.7811193000000001,0.061357465,0.08032371,rnb,Back To Black,Amy Winehouse
424.0,20.0,-8.673,0.647,0.652,1.0,0.0474,0.0145,0.882,0.201,134.192,1,300293.0,111.67272,87.59698,1.372897,0.114933304,0.8769733000000001,1.0581472,0.07119136,0.07620069,other,Rush,Sied Van Riel
296.0,61.0,-7.718,0.672,0.768,0.0,0.0347,0.00201,0.905,0.858,122.583,9,275000.0,145.1696,114.4173,1.3022579,0.093150645,0.63703257,0.587232,0.054459207,0.07092302,alternative,O Green World,Gorillaz
796.0,54.0,-7.555,0.69,0.529,2.0,0.0313,0.276,5.32e-06,0.596,148.056,8,222839.0,164.83276,129.56788999999998,1.3664604,0.11012693,0.5962937,0.45156324,0.055159394,0.072931685,electronic,Otherwise,Morcheeba
129.0,49.0,-6.395,0.5529999999999999,0.727,4.0,0.0254,0.584,0.138,0.507,104.95,0,357160.0,111.9991,62.300987,0.87548304,0.055459253,0.38003612,0.41611707,0.026803918,0.033204325,indie,Sky Blue Sky,Wilco
164.0,19.0,-9.871,0.418,0.884,9.0,0.0485,0.0544,0.3329999999999999,0.873,165.62,10,241657.0,82.490326,27.35524,1.293547,0.08158315,0.5559758,0.8266491,0.05906282,0.095528886,country,Heretic Pride,The Mountain Goats
20.0,21.0,-6.347,0.424,0.613,5.0,0.0324,0.000909,0.00221,0.688,132.971,3,217200.0,140.56819,110.371346,1.1331581,0.065381564,0.63863474,0.28754544,0.05553024,0.033461526,rock,I'm Going To Change The World,The Animals
333.0,60.0,-3.3160000000000003,0.7979999999999999,0.904,0.0,0.0476,0.0747,6.62e-06,0.966,135.00799999999998,1,236400.0,194.86156,149.12825,1.7997873,0.10822098,1.0819821000000005,1.0280353000000002,0.0888437,0.07028136,other,A Night To Remember,High School Musical Cast
33.0,59.0,-4.629,0.573,0.773,7.0,0.0442,0.00158,0.0957,0.541,134.977,5,239080.0,126.416824,91.31646,1.1870549,0.0785039,0.71254027,0.2673985,0.06022629,0.0196459,metal,Pussy,Rammstein
952.0,37.0,-5.894,0.787,0.738,10.0,0.289,0.0769,0.0,0.911,96.215,11,192573.0,125.60246,84.15274000000001,1.3302146,0.1133877559999999,0.7859286,0.7530158,0.0653511059999999,0.05067706,hip-hop,Future Sound,Jurassic 5
149.0,42.0,-14.241,0.7,0.322,7.0,0.0774,0.8640000000000001,0.0,0.847,143.505,10,172200.0,107.86138,54.8727,1.325667,0.060896862,0.5680353,0.37988326,0.05144536,0.031174079,country,Greenback Dollar,The Kingston Trio
561.0,40.0,-10.934,0.6579999999999999,0.4320000000000001,0.0,0.0302,0.647,0.059,0.4379999999999999,122.263,0,231133.0,95.56762,35.63769,1.173361,0.08528482,0.35892525,0.5327972,0.030400025,0.0571254859999999,indie,Tenuousness,Andrew Bird
583.0,67.0,-12.591,0.4320000000000001,0.261,4.0,0.0512,0.953,0.00342,0.273,89.56700000000002,6,258653.0,191.11613,121.84546,1.1889831,0.06411318,0.5794706999999999,0.4953609,0.037690528,0.056369204,pop,Goodbye My Lover,James Blunt
934.0,38.0,-23.195,0.218,0.165,9.0,0.0385,0.301,0.936,0.0384,128.572,1,383533.0,130.36178999999998,120.43487,0.52795374,0.02496984,0.78527224,1.4671928,0.067343235,0.12822597,other,Revenge,James Horner
231.0,51.0,-9.603,0.5760000000000001,0.603,5.0,0.0329,0.455,0.0537,0.524,103.658,2,582733.0,191.43651,156.06337,1.0117561,0.051246803,0.6884066,0.369989,0.06413494,0.08734229,jazz,Feels So Good,Chuck Mangione
218.0,56.0,-5.529,0.91,0.65,0.0,0.0919,0.0026,0.0563,0.6809999999999999,98.625,11,276413.0,138.19562,135.19183,1.4127038,0.102808505,0.88865435,0.9713806,0.076420695,0.06798896,hip-hop,Lowrider,Cypress Hill
509.0,0.0,-11.737,0.6990000000000001,0.346,0.0,0.389,0.0746,0.000495,0.545,141.391,1,146893.0,123.82235,94.036476,1.1877562,0.047684513,0.69271046,0.63792026,0.05702926,0.048762754,other,Roy-black Is My Color,I
650.0,58.0,-6.587999999999999,0.8079999999999999,0.982,3.0,0.0311,0.0585,0.00689,0.961,124.999,1,228140.0,127.65916,98.885544,1.2599646,0.088517524,0.9790222,0.9794612,0.088050485,0.10047762,other,Don't Call Me Baby,Madison Avenue
179.0,56.0,-4.298,0.462,0.913,2.0,0.074,0.0001889999999999,0.0014199999999999,0.72,145.52200000000005,3,252106.0,125.14336000000002,91.153915,1.1041061,0.06383954,0.87189645,0.46723935,0.078921914,0.034087345,rock,Doa,Foo Fighters
97.0,61.0,-6.131,0.69,0.5720000000000001,7.0,0.0264,0.0457,0.0,0.375,111.919,12,235666.0,90.01018499999999,46.133076,1.2073559,0.07221081,0.5035417000000001,0.37330708,0.051967215,0.050747633,rnb,Save Room,John Legend
322.0,39.0,-7.5070000000000014,0.588,0.409,0.0,0.048,0.4529999999999999,5.07e-06,0.262,130.221,6,275666.0,149.07243,107.023186,1.0772678999999998,0.07917563,0.9247522,1.258542,0.084508225,0.10214218,pop,Still On My Brain,Justin Timberlake
341.0,35.0,-4.154,0.56,0.933,6.0,0.0658,0.0287,0.4379999999999999,0.8059999999999999,101.683,12,249400.0,115.7547,89.688416,0.9358662,0.041650355,0.7991713,0.66789687,0.07686491,0.09662018,rnb,Jungle Man,Red Hot Chili Peppers
217.0,28.0,-6.399,0.8270000000000001,0.812,1.0,0.102,0.0403,9.82e-05,0.838,107.065,12,260893.0,133.15,102.89186,1.1552781,0.0899724,1.0010047,1.0231546,0.09608473,0.1034426999999999,rnb,The Cell,Erykah Badu
174.0,2.0,-6.789,0.8759999999999999,0.53,11.0,0.0696,0.6579999999999999,0.8959999999999999,0.8590000000000001,99.377,2,370826.0,159.21083000000002,112.533844,1.397094,0.10201754,0.5028975,0.26540226,0.03505064,0.0227851089999999,jazz,Crossfire,23 Skidoo
317.0,37.0,-5.557,0.504,0.904,9.0,0.062,0.00029,0.125,0.491,116.99,3,221199.0,82.42615,31.742811,1.3612678,0.08216648,0.5523226999999999,0.7337932,0.06040578,0.09903757,rock,Easily,Muse
278.0,39.0,-10.946,0.28,0.416,10.0,0.0382,0.7659999999999999,0.031,0.287,181.037,0,315466.0,114.867546,67.71824000000001,1.3224659,0.066575214,0.61188734,0.41399616,0.0499097779999999,0.034266677,indie,Poor Places,Wilco
975.0,40.0,-17.745,0.8959999999999999,0.141,11.0,0.0756,0.847,0.0358,0.38,110.038,12,268746.0,113.89688,89.89795,0.6426938,0.08412201,0.2995607,0.35515472,0.021453492,0.0302248429999999,rnb,Teach U A Lesson,Robin Thicke
154.0,32.0,-4.55,0.517,0.8290000000000001,3.0,0.0396,0.0009289999999999,0.00605,0.421,75.375,9,258839.0,91.61909,66.37288000000001,1.7753769,0.07838565,0.7260215999999999,0.4994234,0.07285601,0.06760133,alternative,Misfits,Third Eye Blind
398.0,34.0,-6.903,0.546,0.732,11.0,0.1639999999999999,0.384,0.0,0.5760000000000001,101.221,12,195240.0,131.30315,107.6917,0.87660855,0.0397789179999999,0.6466525,0.64800036,0.06258015,0.10992472,rnb,He Can Only Hold Her,Amy Winehouse
408.0,33.0,-10.577,0.5870000000000001,0.83,11.0,0.0422,0.401,0.866,0.602,129.879,8,357666.0,104.41604,69.56342,1.3549919,0.09150541,0.54874575,0.72547585,0.04733583,0.052659165,electronic,Rods And Cones,Blue Man Group
660.0,41.0,-8.361,0.52,0.897,11.0,0.0628,0.000168,0.3979999999999999,0.188,143.946,1,248573.0,97.88126,85.30945,1.7691517,0.07444391,0.9462089,0.5581613000000001,0.08783316,0.043909684,other,Gave Up,Nine Inch Nails
185.0,38.0,-10.879,0.62,0.35,2.0,0.0496,0.0622,3.06e-06,0.961,115.61,9,129466.0,155.70468,101.66015,1.0312546,0.0470754,0.7802722,0.5792163,0.06435959,0.06450298,alternative,Comanche,Cake
631.0,18.0,-7.872000000000001,0.6659999999999999,0.779,7.0,0.0318,0.265,6.65e-05,0.745,101.675,1,247626.0,132.82718,123.45198,0.8105682,0.044450685,0.6320061,0.49471328,0.057432774,0.050816227,other,El Trepador,Memphis La Blusera
769.0,53.0,-13.909,0.324,0.163,9.0,0.0416,0.974,0.8440000000000001,0.0852,139.814,1,311240.0,127.93807,70.27329,1.3009597,0.06981325,0.5735063,0.87685907,0.042858507,0.11275668,other,Kettering,The Antlers
511.0,71.0,-5.763,0.665,0.695,0.0,0.0532,0.347,0.0,0.7070000000000001,90.119,12,227386.0,200.89674,128.72304,1.4576969,0.11696661,0.93914264,1.0212333,0.07808199,0.07647244,rnb,Foolish,Ashanti
113.0,11.0,-6.7120000000000015,0.604,0.914,11.0,0.0304,0.000634,2.53e-05,0.8,101.92,0,285146.0,88.08068,70.93624,1.0526818000000002,0.05085734,0.82537264,0.45293194,0.081961885,0.033199154,indie,Tramazi Parti,Black Grape
855.0,20.0,-3.5410000000000004,0.43,0.904,5.0,0.0498,0.0511,0.0,0.379,154.099,3,241546.0,166.73524,112.04788,1.3740939,0.072485715,1.0301363,0.81675947,0.09451214,0.07028131,rock,Breakdown,Daughtry
969.0,45.0,-9.165,0.4429999999999999,0.3670000000000001,3.0,0.0279999999999999,0.815,2.34e-06,0.469,149.888,8,180558.0,202.88431,141.06784,1.1590756000000002,0.07121913,0.70980465,0.46438146,0.06630737,0.0807807,electronic,Just For Now,Imogen Heap
111.0,30.0,-2.701,0.682,0.601,1.0,0.0998,0.019,0.000289,0.831,128.127,3,202306.0,157.75221000000002,97.88793,1.5862834,0.08325876,0.9443424,0.64711255,0.085288465,0.052595586,rock,Lil' Hipster Girl,LMFAO
979.0,75.0,-9.481,0.871,0.346,5.0,0.0522,0.298,9.24e-06,0.659,110.054,1,207680.0,104.065155,61.552525,0.98679185,0.096508205,0.39619836,0.5625161999999999,0.035666663,0.04839554,other,Better Together,Jack Johnson
759.0,43.0,-5.211,0.745,0.782,9.0,0.026,0.0979,0.5660000000000001,0.604,105.993,8,260786.0,77.856544,46.259907,1.2030007,0.067993455,0.4453098,0.32111326,0.05026413,0.080333784,electronic,Let Me See,Morcheeba
867.0,63.0,-10.663,0.85,0.513,7.0,0.0513,0.0624,0.00249,0.623,99.01,12,278333.0,125.20392,121.45722,1.0404316999999998,0.07556787,0.8196518,0.7710771,0.07958149,0.06874322,rnb,I'm So Into You ,SWV
423.0,56.0,-7.2189999999999985,0.4629999999999999,0.813,7.0,0.244,0.216,1.31e-06,0.695,93.331,11,306813.0,139.13237,103.70439,0.9948084,0.06519488,0.717325,0.54053915,0.05925612,0.03768589,hip-hop,Deliverance,Bubba Sparxxx
269.0,42.0,-8.677,0.469,0.345,7.0,0.0307,0.614,0.0038,0.251,116.303,2,312099.0,112.7723,69.52004000000001,1.4131949,0.10503723,0.34498486,0.23896807,0.038221464,0.10873569,jazz,These Days,The Black Keys
723.0,3.0,-5.716,0.47,0.635,7.0,0.0446,0.779,0.0,0.913,210.025,3,139306.0,207.65117,131.59406,1.2088186,0.06391488,0.84682035,0.53625035,0.05966072,0.03875579,rock,This Devil's Workday ,Modest Mouse
160.0,19.0,-5.024,0.611,0.716,0.0,0.0316,0.0051,0.0089,0.6940000000000001,110.135,0,221853.0,96.50733,50.137512,1.6539712,0.06957261,0.8390075000000001,0.81409836,0.08430587,0.08380271,indie,Reunion,Stars
